name,path,invocation_count,function_number
show,larpmanager/models/casting.py,45,1
show,larpmanager/models/casting.py,45,2
show,larpmanager/models/casting.py,45,3
show,larpmanager/models/event.py,45,1
show,larpmanager/models/form.py,45,1
show,larpmanager/models/form.py,45,2
show,larpmanager/models/form.py,45,3
show,larpmanager/models/form.py,45,4
show,larpmanager/models/member.py,45,1
show,larpmanager/models/miscellanea.py,45,1
show,larpmanager/models/miscellanea.py,45,2
show,larpmanager/models/miscellanea.py,45,3
show,larpmanager/models/registration.py,45,1
show,larpmanager/models/writing.py,45,1
show,larpmanager/models/writing.py,45,2
error,larpmanager/views/user/registration.py,42,1
delete_field,larpmanager/forms/base.py,39,1
orga_edit,larpmanager/utils/edit.py,36,1
get_event_features,larpmanager/cache/feature.py,35,1
_add_priority,larpmanager/views/manage.py,32,1
exe_edit,larpmanager/utils/edit.py,32,1
get_config,larpmanager/models/association.py,32,1
get_config,larpmanager/models/event.py,32,1
get_config,larpmanager/models/event.py,32,2
get_config,larpmanager/models/member.py,32,1
get_config,larpmanager/models/writing.py,32,1
set_association_id,larpmanager/forms/utils.py,32,1
set_association_id,larpmanager/forms/utils.py,32,2
set_association_id,larpmanager/forms/utils.py,32,3
set_association_id,larpmanager/forms/utils.py,32,4
set_association_id,larpmanager/forms/utils.py,32,5
set_association_id,larpmanager/forms/utils.py,32,6
set_association_id,larpmanager/forms/utils.py,32,7
set_association_id,larpmanager/forms/utils.py,32,8
set_association_id,larpmanager/forms/utils.py,32,9
get_event_cache_all,larpmanager/cache/character.py,30,1
copy_class,larpmanager/utils/common.py,29,1
get_url,larpmanager/models/association.py,27,1
get_class_parent,larpmanager/models/event.py,25,1
remove,larpmanager/templatetags/show_tags.py,25,1
get_user_membership,larpmanager/models/member.py,24,1
get_sum,larpmanager/models/utils.py,23,1
clear_event_cache_all_runs,larpmanager/cache/character.py,22,1
get_char_check,larpmanager/utils/character.py,20,1
clean,larpmanager/forms/accounting.py,19,1
clean,larpmanager/forms/association.py,19,1
clean,larpmanager/forms/base.py,19,1
clean,larpmanager/forms/character.py,19,1
clean,larpmanager/forms/event.py,19,1
clean,larpmanager/forms/event.py,19,2
clean,larpmanager/forms/member.py,19,1
clean,larpmanager/forms/member.py,19,2
clean,larpmanager/forms/registration.py,19,1
clean,larpmanager/forms/registration.py,19,2
clean,larpmanager/forms/warehouse.py,19,1
clean,larpmanager/forms/writing.py,19,1
clean,larpmanager/utils/common.py,19,1
download,larpmanager/models/accounting.py,19,1
download,larpmanager/models/accounting.py,19,2
download,larpmanager/models/accounting.py,19,3
download,larpmanager/models/miscellanea.py,19,1
download,larpmanager/models/utils.py,19,1
download,larpmanager/utils/download.py,19,1
get_association_features,larpmanager/cache/feature.py,19,1
display_member,larpmanager/models/accounting.py,18,1
display_member,larpmanager/models/member.py,18,1
display_member,larpmanager/models/registration.py,18,1
get_association_text,larpmanager/cache/association_text.py,18,1
get_element,larpmanager/utils/common.py,18,1
set_event,larpmanager/forms/utils.py,17,1
set_event,larpmanager/forms/utils.py,17,2
set_event,larpmanager/forms/utils.py,17,3
set_event,larpmanager/forms/utils.py,17,4
set_event,larpmanager/forms/utils.py,17,5
set_event,larpmanager/forms/utils.py,17,6
set_event,larpmanager/forms/utils.py,17,7
set_event,larpmanager/forms/utils.py,17,8
set_event,larpmanager/forms/utils.py,17,9
set_event,larpmanager/forms/utils.py,17,10
upd_js_attr,larpmanager/models/base.py,16,1
check_association_feature,larpmanager/utils/exceptions.py,15,1
get_event_organizers,larpmanager/models/access.py,15,1
get_field,larpmanager/templatetags/show_tags.py,14,1
has_event_permission,larpmanager/cache/role.py,14,1
refresh_character_relationships,larpmanager/cache/rels.py,14,1
reset_event_links,larpmanager/cache/links.py,14,1
show_complete,larpmanager/models/writing.py,14,1
background_auto,larpmanager/utils/tasks.py,13,1
clear_index_permission_cache,larpmanager/cache/permission.py,12,1
exchange_order,larpmanager/utils/common.py,12,1
get_currency_symbol,larpmanager/models/association.py,12,1
get_event_text,larpmanager/cache/event_text.py,12,1
get_mapping,larpmanager/models/form.py,12,1
get_mapping,larpmanager/models/form.py,12,2
get_mapping,larpmanager/models/form.py,12,3
get_mapping,larpmanager/models/form.py,12,4
get_mapping,larpmanager/models/registration.py,12,1
is_reg_provisional,larpmanager/accounting/base.py,12,1
reprint,larpmanager/utils/pdf.py,12,1
writing_list,larpmanager/utils/writing.py,12,1
build_relationship_dict,larpmanager/cache/rels.py,11,1
clear_run_cache_and_media,larpmanager/cache/character.py,11,1
get_time_diff_today,larpmanager/utils/common.py,11,1
notify_admins,larpmanager/utils/tasks.py,11,1
writing_edit,larpmanager/utils/edit.py,11,1
_add_action,larpmanager/views/manage.py,10,1
clear_config_cache,larpmanager/cache/config.py,10,1
exe_paginate,larpmanager/utils/paginate.py,10,1
is_lm_admin,larpmanager/utils/auth.py,10,1
backend_edit,larpmanager/utils/edit.py,9,1
calculate_character_experience_points,larpmanager/utils/experience.py,9,1
casting_details,larpmanager/views/user/casting.py,9,1
check_writing_form_type,larpmanager/views/orga/character.py,9,1
delete_character_pdf_files,larpmanager/utils/pdf.py,9,1
export_data,larpmanager/utils/download.py,9,1
generate_id,larpmanager/models/utils.py,9,1
get_acc_detail,larpmanager/accounting/balance.py,9,1
get_lm_contact,larpmanager/views/larpmanager.py,9,1
get_plot_characters,larpmanager/models/writing.py,9,1
get_plot_characters,larpmanager/models/writing.py,9,2
return_pdf,larpmanager/utils/pdf.py,9,1
safe_remove,larpmanager/utils/pdf.py,9,1
show_red,larpmanager/models/writing.py,9,1
show_red,larpmanager/models/writing.py,9,2
show_red,larpmanager/models/writing.py,9,3
strip_tags,larpmanager/models/utils.py,9,1
writing_versions,larpmanager/utils/writing.py,9,1
xhtml_pdf,larpmanager/utils/pdf.py,9,1
_get_chars,larpmanager/utils/bulk.py,8,1
_get_file,larpmanager/utils/upload.py,8,1
display_real,larpmanager/models/member.py,8,1
get_applicable,larpmanager/models/form.py,8,1
get_basic_types,larpmanager/models/form.py,8,1
reorder_field,larpmanager/forms/base.py,8,1
show_thumb,larpmanager/models/larpmanager.py,8,1
show_thumb,larpmanager/models/larpmanager.py,8,2
show_thumb,larpmanager/models/miscellanea.py,8,1
show_thumb,larpmanager/models/miscellanea.py,8,2
show_thumb,larpmanager/models/utils.py,8,1
show_thumb,larpmanager/models/writing.py,8,1
writing_view,larpmanager/utils/writing.py,8,1
add_member_badge,larpmanager/management/commands/automate.py,7,1
basename,larpmanager/templatetags/show_tags.py,7,1
get_character_sheet,larpmanager/utils/character.py,7,1
get_event_rels_cache,larpmanager/cache/rels.py,7,1
get_event_rels_key,larpmanager/cache/rels.py,7,1
get_handout,larpmanager/utils/common.py,7,1
get_media_filepath,larpmanager/models/event.py,7,1
get_media_filepath,larpmanager/models/event.py,7,2
get_reg_counts,larpmanager/cache/registration.py,7,1
get_warehouse_optionals,larpmanager/utils/miscellanea.py,7,1
get_writing_element_fields,larpmanager/cache/character.py,7,1
orga_paginate,larpmanager/utils/paginate.py,7,1
reduced,larpmanager/admin/base.py,7,1
registration_status,larpmanager/utils/registration.py,7,1
save_log,larpmanager/utils/edit.py,7,1
zip_exports,larpmanager/utils/download.py,7,1
_init_special_fields,larpmanager/forms/writing.py,6,1
add_count,larpmanager/cache/registration.py,6,1
as_dict,larpmanager/models/base.py,6,1
as_dict,larpmanager/models/base.py,6,2
as_dict,larpmanager/models/larpmanager.py,6,1
cache_text_field_key,larpmanager/cache/text_fields.py,6,1
check_event_feature,larpmanager/utils/exceptions.py,6,1
check_lm_admin,larpmanager/utils/auth.py,6,1
clear_event_fields_cache,larpmanager/cache/fields.py,6,1
format_decimal,larpmanager/templatetags/show_tags.py,6,1
get_association_executives,larpmanager/models/access.py,6,1
get_char,larpmanager/utils/common.py,6,1
get_count,larpmanager/management/commands/automate.py,6,1
get_event,larpmanager/utils/base.py,6,1
get_event_staffers,larpmanager/models/access.py,6,1
get_filepath,larpmanager/models/writing.py,6,1
get_member,larpmanager/utils/common.py,6,1
has_association_permission,larpmanager/cache/role.py,6,1
has_different_cache_values,larpmanager/cache/character.py,6,1
init_orga_fields,larpmanager/forms/base.py,6,1
invoice_received_money,larpmanager/accounting/invoice.py,6,1
refresh_member_accounting_cache,larpmanager/cache/accounting.py,6,1
regs_list_add,larpmanager/views/orga/registration.py,6,1
remove_item_from_cache_section,larpmanager/cache/rels.py,6,1
search,larpmanager/views/user/event.py,6,1
set_suggestion,larpmanager/utils/edit.py,6,1
update_cache_section,larpmanager/cache/rels.py,6,1
_extract_values,larpmanager/utils/download.py,5,1
_get_column_names,larpmanager/utils/download.py,5,1
_get_writing_mapping,larpmanager/models/form.py,5,1
backend_get,larpmanager/utils/edit.py,5,1
calculate_fiscal_code,larpmanager/utils/fiscal_code.py,5,1
check_field,larpmanager/utils/common.py,5,1
clear_event_features_cache,larpmanager/cache/feature.py,5,1
clear_event_relationships_cache,larpmanager/cache/rels.py,5,1
clear_registration_counts_cache,larpmanager/cache/registration.py,5,1
clear_run_event_links_cache,larpmanager/cache/links.py,5,1
exec_bulk,larpmanager/utils/bulk.py,5,1
get_element_config,larpmanager/cache/config.py,5,1
get_form_text,larpmanager/models/form.py,5,1
get_form_text,larpmanager/models/form.py,5,2
get_form_text,larpmanager/models/registration.py,5,1
get_index_association_permissions,larpmanager/cache/role.py,5,1
get_payment_details,larpmanager/accounting/base.py,5,1
get_registration,larpmanager/utils/common.py,5,1
get_sheet_filepath,larpmanager/models/writing.py,5,1
get_sheet_filepath,larpmanager/models/writing.py,5,2
get_single_cache_text_field,larpmanager/cache/text_fields.py,5,1
invert_dict,larpmanager/utils/upload.py,5,1
print_handout,larpmanager/utils/pdf.py,5,1
refresh_event_quest_relationships,larpmanager/cache/rels.py,5,1
replace_character_names,larpmanager/models/writing.py,5,1
save_single_config,larpmanager/cache/config.py,5,1
update_payment_details,larpmanager/utils/base.py,5,1
writing_edit_working_ticket,larpmanager/utils/edit.py,5,1
_get_help_questions,larpmanager/utils/common.py,4,1
_init_features,larpmanager/cache/association.py,4,1
_init_features,larpmanager/forms/feature.py,4,1
_init_writing_element,larpmanager/utils/event.py,4,1
_redirect_with_message,larpmanager/middleware/exception.py,4,1
_slugify,larpmanager/utils/fiscal_code.py,4,1
cancel_reg,larpmanager/accounting/registration.py,4,1
check_visibility,larpmanager/views/user/event.py,4,1
clear_registration_accounting_cache,larpmanager/cache/accounting.py,4,1
copy,larpmanager/views/orga/copy.py,4,1
correct_rels,larpmanager/views/orga/copy.py,4,1
get_applicable_inverse,larpmanager/models/form.py,4,1
get_attr,larpmanager/models/utils.py,4,1
get_character_element_fields,larpmanager/cache/character.py,4,1
get_character_relationships,larpmanager/utils/character.py,4,1
get_choice_options,larpmanager/forms/base.py,4,1
get_coming_runs,larpmanager/views/user/event.py,4,1
get_css_path,larpmanager/forms/association.py,4,1
get_css_path,larpmanager/forms/base.py,4,1
get_css_path,larpmanager/forms/event.py,4,1
get_gallery_filepath,larpmanager/models/event.py,4,1
get_index_event_permissions,larpmanager/cache/role.py,4,1
get_instance_questions,larpmanager/models/form.py,4,1
get_instance_questions,larpmanager/models/form.py,4,2
get_members_queryset,larpmanager/forms/utils.py,4,1
get_or_create_index_tutorial,larpmanager/utils/tutorial_query.py,4,1
get_payment_form,larpmanager/accounting/payment.py,4,1
get_request_filepath,larpmanager/models/member.py,4,1
get_request_filepath,larpmanager/models/member.py,4,2
get_run_accounting,larpmanager/accounting/balance.py,4,1
get_run_choices,larpmanager/forms/utils.py,4,1
get_small_text,larpmanager/models/miscellanea.py,4,1
get_user_backend,larpmanager/views/user/member.py,4,1
has_ticket,larpmanager/forms/registration.py,4,1
html_clean,larpmanager/utils/common.py,4,1
info_accounting,larpmanager/accounting/member.py,4,1
max_length_validator,larpmanager/forms/base.py,4,1
normalize_string,larpmanager/utils/common.py,4,1
notify_organization_exe,larpmanager/mail/base.py,4,1
print_character,larpmanager/utils/pdf.py,4,1
print_gallery,larpmanager/utils/pdf.py,4,1
print_profiles,larpmanager/utils/pdf.py,4,1
reset_features_cache,larpmanager/cache/wwyltd.py,4,1
round_to_nearest_cent,larpmanager/accounting/registration.py,4,1
round_to_nearest_cent,larpmanager/cache/accounting.py,4,1
skip,larpmanager/models/form.py,4,1
skip,larpmanager/models/form.py,4,2
update_m2m_related_characters,larpmanager/cache/rels.py,4,1
update_token_credit,larpmanager/accounting/token_credit.py,4,1
visible_writing_fields,larpmanager/cache/fields.py,4,1
_add_item,larpmanager/views/manage.py,3,1
_delete_optionals_warehouse,larpmanager/forms/miscellanea.py,3,1
_expand_val,larpmanager/utils/download.py,3,1
_get_fkey_config,larpmanager/cache/config.py,3,1
_get_registration_status,larpmanager/views/manage.py,3,1
_init_field,larpmanager/forms/base.py,3,1
_init_reg_question,larpmanager/forms/base.py,3,1
_save_features,larpmanager/forms/feature.py,3,1
_save_multi,larpmanager/forms/base.py,3,1
_save_multi,larpmanager/forms/character.py,3,1
_save_multi,larpmanager/forms/registration.py,3,1
_save_multi,larpmanager/forms/writing.py,3,1
association_accounting,larpmanager/accounting/balance.py,3,1
association_permission_feature_key,larpmanager/cache/permission.py,3,1
association_text_key,larpmanager/cache/association_text.py,3,1
association_text_key_def,larpmanager/cache/association_text.py,3,1
cache_configs_key,larpmanager/cache/config.py,3,1
character_form,larpmanager/views/user/character.py,3,1
check_branch,larpmanager/management/commands/utils.py,3,1
check_character_maximum,larpmanager/utils/registration.py,3,1
check_print_pdf,larpmanager/views/user/pdf.py,3,1
check_run_deadlines,larpmanager/utils/deadlines.py,3,1
clean_sender,larpmanager/utils/tasks.py,3,1
event_fields_key,larpmanager/cache/fields.py,3,1
event_permission_feature_key,larpmanager/cache/permission.py,3,1
event_text_key,larpmanager/cache/event_text.py,3,1
event_text_key_def,larpmanager/cache/event_text.py,3,1
get_cache_association,larpmanager/cache/association.py,3,1
get_cache_reg_field,larpmanager/cache/text_fields.py,3,1
get_cache_text_field,larpmanager/cache/text_fields.py,3,1
get_casting_preferences,larpmanager/views/user/casting.py,3,1
get_channel,larpmanager/utils/common.py,3,1
get_character_filepath,larpmanager/models/writing.py,3,1
get_character_rels_dict,larpmanager/views/user/event.py,3,1
get_collection_partecipate,larpmanager/utils/common.py,3,1
get_contact,larpmanager/utils/common.py,3,1
get_current_ability_px,larpmanager/utils/experience.py,3,1
get_document_filepath,larpmanager/models/member.py,3,1
get_editable,larpmanager/models/form.py,3,1
get_event_cache_all_key,larpmanager/cache/character.py,3,1
get_fake_request,larpmanager/utils/pdf.py,3,1
get_init_multi_character,larpmanager/forms/registration.py,3,1
get_ordered_registration_questions,larpmanager/models/form.py,3,1
get_payment_invoices_dict,larpmanager/views/user/event.py,3,1
get_pre_registrations_dict,larpmanager/views/user/event.py,3,1
get_profiles_filepath,larpmanager/models/event.py,3,1
get_prologue,larpmanager/utils/common.py,3,1
get_quest_type,larpmanager/utils/common.py,3,1
get_reg_payments,larpmanager/accounting/registration.py,3,1
get_registration_accounting_cache_key,larpmanager/cache/accounting.py,3,1
get_run_lm_payment,larpmanager/views/larpmanager.py,3,1
get_speedlarp,larpmanager/utils/common.py,3,1
get_time_diff,larpmanager/utils/common.py,3,1
get_token_credit_name,larpmanager/mail/accounting.py,3,1
get_tooltip,larpmanager/templatetags/show_tags.py,3,1
get_trait,larpmanager/utils/common.py,3,1
get_undo_abilities,larpmanager/views/user/character.py,3,1
go_character,larpmanager/templatetags/show_tags.py,3,1
go_trait,larpmanager/templatetags/show_tags.py,3,1
hex_to_rgb,larpmanager/templatetags/show_tags.py,3,1
index_permission_key,larpmanager/cache/permission.py,3,1
init_event_rels_all,larpmanager/cache/rels.py,3,1
init_form_submitted,larpmanager/views/user/registration.py,3,1
is_suspicious_user_agent,larpmanager/views/larpmanager.py,3,1
my_uuid,larpmanager/models/utils.py,3,1
print_character_friendly,larpmanager/utils/pdf.py,3,1
print_character_rel,larpmanager/utils/pdf.py,3,1
refresh_event_questtype_relationships,larpmanager/cache/rels.py,3,1
registration_options,larpmanager/mail/registration.py,3,1
replace_chars_element,larpmanager/models/writing.py,3,1
reset_cache_run,larpmanager/cache/run.py,3,1
satispay_verify,larpmanager/accounting/gateway.py,3,1
save_reg_questions,larpmanager/forms/base.py,3,1
search_player,larpmanager/cache/registration.py,3,1
set_run,larpmanager/forms/utils.py,3,1
show_nick,larpmanager/models/member.py,3,1
trigger_registration_accounting,larpmanager/accounting/registration.py,3,1
update_configs,larpmanager/cache/config.py,3,1
update_event_cache_all,larpmanager/cache/character.py,3,1
writing_post,larpmanager/utils/writing.py,3,1
_activate_orga_lang,larpmanager/utils/event.py,2,1
_add_suggestion,larpmanager/views/manage.py,2,1
_apply_modifier_cost,larpmanager/utils/experience.py,2,1
_assign_choice_answer,larpmanager/utils/upload.py,2,1
_assign_requirements,larpmanager/utils/upload.py,2,1
_build_px_context,larpmanager/utils/experience.py,2,1
_calculate_consonants,larpmanager/utils/fiscal_code.py,2,1
_calculate_registration_accounting,larpmanager/cache/accounting.py,2,1
_calculate_vowels,larpmanager/utils/fiscal_code.py,2,1
_character_sheet,larpmanager/views/user/character.py,2,1
_check_intro_driver,larpmanager/views/manage.py,2,1
_compile,larpmanager/views/manage.py,2,1
_exe_actions,larpmanager/views/manage.py,2,1
_exe_feature_after_link,larpmanager/views/exe/association.py,2,1
_free_abilities_cache_key,larpmanager/utils/experience.py,2,1
_get_accounting_context,larpmanager/cache/accounting.py,2,1
_get_cached_config,larpmanager/cache/config.py,2,1
_get_captcha,larpmanager/forms/larpmanager.py,2,1
_get_content_preview,larpmanager/cache/wwyltd.py,2,1
_get_excel_form,larpmanager/views/orga/character.py,2,1
_get_field_map,larpmanager/utils/paginate.py,2,1
_get_inv_items,larpmanager/utils/bulk.py,2,1
_get_perm_link,larpmanager/views/manage.py,2,1
_get_questions,larpmanager/utils/upload.py,2,1
_get_registration_fields,larpmanager/views/orga/registration.py,2,1
_get_registration_status_code,larpmanager/views/manage.py,2,1
_get_rel,larpmanager/forms/character.py,2,1
_get_values_mapping,larpmanager/utils/edit.py,2,1
_get_writing_elements,larpmanager/models/form.py,2,1
_go,larpmanager/utils/fiscal_code.py,2,1
_handle_tutorial_redirect,larpmanager/views/manage.py,2,1
_init_custom_fields,larpmanager/forms/character.py,2,1
_init_element_cache_reg_field,larpmanager/cache/text_fields.py,2,1
_init_element_cache_text_field,larpmanager/cache/text_fields.py,2,1
_init_factions,larpmanager/forms/character.py,2,1
_init_factions,larpmanager/forms/character.py,2,2
_init_questions,larpmanager/forms/base.py,2,1
_init_questions,larpmanager/forms/writing.py,2,1
_init_type,larpmanager/forms/character.py,2,1
_init_type,larpmanager/forms/registration.py,2,1
_orga_feature_after_link,larpmanager/views/orga/event.py,2,1
_orga_registrations_acc,larpmanager/utils/download.py,2,1
_prepare_backup,larpmanager/views/orga/event.py,2,1
_register_prepare,larpmanager/views/user/registration.py,2,1
_save_index,larpmanager/utils/tutorial_query.py,2,1
_setup_char_finder,larpmanager/utils/edit.py,2,1
_validate_unique_event,larpmanager/forms/base.py,2,1
acc_profile_check,larpmanager/views/user/accounting.py,2,1
add_char_addit,larpmanager/utils/experience.py,2,1
add_feature_extra,larpmanager/forms/event.py,2,1
add_pdf_instructions,larpmanager/utils/pdf.py,2,1
album_aux,larpmanager/views/user/miscellanea.py,2,1
assign_badge,larpmanager/utils/member.py,2,1
association_accounting_data,larpmanager/accounting/balance.py,2,1
association_translation_key,larpmanager/cache/association_translation.py,2,1
cache_association_features_key,larpmanager/cache/feature.py,2,1
cache_association_key,larpmanager/cache/association.py,2,1
cache_association_role_key,larpmanager/cache/role.py,2,1
cache_config_run_key,larpmanager/cache/run.py,2,1
cache_event_features_key,larpmanager/cache/feature.py,2,1
cache_event_role_key,larpmanager/cache/role.py,2,1
