name,path,lines
exchange_order,/home/loskana/Documents/my/larpmanager/larpmanager/utils/common.py,39
_einvoice_body,/home/loskana/Documents/my/larpmanager/larpmanager/utils/einvoice.py,39
export_data,/home/loskana/Documents/my/larpmanager/larpmanager/utils/download.py,39
_ticket_load,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,39
get_run,/home/loskana/Documents/my/larpmanager/larpmanager/utils/event.py,39
get_registration_options,/home/loskana/Documents/my/larpmanager/larpmanager/utils/registration.py,39
authenticate,/home/loskana/Documents/my/larpmanager/larpmanager/utils/backend.py,39
exec_odt_template,/home/loskana/Documents/my/larpmanager/larpmanager/utils/pdf.py,39
init_cache_config_run,/home/loskana/Documents/my/larpmanager/larpmanager/cache/run.py,39
compute_vat,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/vat.py,39
set_data_invoice,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/payment.py,39
lm_payments,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,39
correct_workshop,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/copy.py,39
get_casting_choices_characters,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/casting.py,39
character_profile_upload,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,39
calendar,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/event.py,39
exe_events_edit,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/event.py,39
element_load,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,38
_writing_load_field,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,38
form_load,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,38
registration_available,/home/loskana/Documents/my/larpmanager/larpmanager/utils/registration.py,38
update_member_accounting_cache,/home/loskana/Documents/my/larpmanager/larpmanager/cache/accounting.py,38
post_save_registration_accounting,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,38
get_stripe_form,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/gateway.py,38
choose_run,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,38
_create_demo,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,38
_characters_relationships,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/character.py,38
orga_writing_form_edit,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/character.py,38
orga_upload,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/event.py,38
help,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/miscellanea.py,38
exe_questions_answer,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/member.py,38
get_remember_membership_body,/home/loskana/Documents/my/larpmanager/larpmanager/mail/remind.py,37
get_remember_membership_fee_body,/home/loskana/Documents/my/larpmanager/larpmanager/mail/remind.py,37
user_edit,/home/loskana/Documents/my/larpmanager/larpmanager/utils/edit.py,37
upload_albums_dir,/home/loskana/Documents/my/larpmanager/larpmanager/utils/miscellanea.py,37
replace_chars_all,/home/loskana/Documents/my/larpmanager/larpmanager/models/writing.py,37
_info_membership,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/member.py,37
save,/home/loskana/Documents/my/larpmanager/larpmanager/forms/accounting.py,37
go,/home/loskana/Documents/my/larpmanager/larpmanager/management/commands/automate.py,37
check_writings,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/character.py,37
_prepare_backup,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/event.py,37
character_abilities,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,37
limitations,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/event.py,37
register_info,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/registration.py,37
accounting_credits,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/accounting.py,37
exe_membership_fee,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/member.py,37
deadlines_membership,/home/loskana/Documents/my/larpmanager/larpmanager/utils/deadlines.py,36
_read_uploaded_csv,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,36
satispay_verify,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/gateway.py,36
_add_custom_field,/home/loskana/Documents/my/larpmanager/larpmanager/forms/config.py,36
activate_feature_event,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,36
remind_reg,/home/loskana/Documents/my/larpmanager/larpmanager/management/commands/automate.py,36
assign_casting,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/casting.py,36
gallery,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/event.py,36
gift_edit,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/registration.py,36
exe_vote,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/member.py,36
send_membership_confirm,/home/loskana/Documents/my/larpmanager/larpmanager/mail/member.py,35
registration_payments,/home/loskana/Documents/my/larpmanager/larpmanager/mail/registration.py,35
copy_class,/home/loskana/Documents/my/larpmanager/larpmanager/utils/common.py,35
writing_view,/home/loskana/Documents/my/larpmanager/larpmanager/utils/writing.py,35
cover_load,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,35
apply_rules_computed,/home/loskana/Documents/my/larpmanager/larpmanager/utils/experience.py,35
update_assoc_features,/home/loskana/Documents/my/larpmanager/larpmanager/cache/feature.py,35
get_writing_element_fields,/home/loskana/Documents/my/larpmanager/larpmanager/cache/character.py,35
_get_accounting_context,/home/loskana/Documents/my/larpmanager/larpmanager/cache/accounting.py,35
get_reg_iscr,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,35
_init_features,/home/loskana/Documents/my/larpmanager/larpmanager/forms/feature.py,35
set_config_custom,/home/loskana/Documents/my/larpmanager/larpmanager/forms/event.py,35
activate_feature_assoc,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,35
test_all_signal_receivers_are_tested,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_gateway_signals.py,35
test_signal_documentation_compliance,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_gateway_signals.py,35
orga_writing_excel_submit,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/character.py,35
full_event_edit,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/event.py,35
orga_registration_form_edit,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/form.py,35
carousel,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/event.py,35
_search_char_reg,/home/loskana/Documents/my/larpmanager/larpmanager/utils/common.py,34
_get_ordering,/home/loskana/Documents/my/larpmanager/larpmanager/utils/paginate.py,34
index_tutorial,/home/loskana/Documents/my/larpmanager/larpmanager/utils/tutorial_query.py,34
search_player,/home/loskana/Documents/my/larpmanager/larpmanager/cache/registration.py,34
get_acc_detail,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/balance.py,34
redsys_generate_request,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/gateway.py,34
_validate_unique_event,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,34
check_option,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,34
set_config_structure,/home/loskana/Documents/my/larpmanager/larpmanager/forms/event.py,34
init_quotas,/home/loskana/Documents/my/larpmanager/larpmanager/forms/registration.py,34
_exe_accounting_actions,/home/loskana/Documents/my/larpmanager/larpmanager/views/manage.py,34
orga_safety,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/member.py,34
orga_diet,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/member.py,34
orga_spam,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/member.py,34
casting_preferences_characters,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/casting.py,34
exe_payments,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/accounting.py,34
_check_word_or_excel,/home/loskana/Documents/my/larpmanager/larpmanager/utils/validators.py,33
get_character_sheet_questbuilder,/home/loskana/Documents/my/larpmanager/larpmanager/utils/character.py,33
export_character_form,/home/loskana/Documents/my/larpmanager/larpmanager/utils/download.py,33
link_callback,/home/loskana/Documents/my/larpmanager/larpmanager/utils/pdf.py,33
get_example_csv,/home/loskana/Documents/my/larpmanager/larpmanager/models/writing.py,33
update_collection,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/payment.py,33
send_mail,/home/loskana/Documents/my/larpmanager/larpmanager/forms/member.py,33
get_members_fields,/home/loskana/Documents/my/larpmanager/larpmanager/forms/member.py,33
init_orga_fields,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,33
_exe_users_actions,/home/loskana/Documents/my/larpmanager/larpmanager/views/manage.py,33
orga_payments,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/accounting.py,33
character_relationships,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,33
get_casting_preferences,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/casting.py,33
exe_invoices,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/accounting.py,33
show_char,/home/loskana/Documents/my/larpmanager/larpmanager/templatetags/show_tags.py,32
get_login_url,/home/loskana/Documents/my/larpmanager/larpmanager/templatetags/show_tags.py,32
character_update_status,/home/loskana/Documents/my/larpmanager/larpmanager/mail/base.py,32
get_char_check,/home/loskana/Documents/my/larpmanager/larpmanager/utils/character.py,32
get_chars_relations,/home/loskana/Documents/my/larpmanager/larpmanager/utils/character.py,32
go_upload,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,32
check_event_permission,/home/loskana/Documents/my/larpmanager/larpmanager/utils/event.py,32
check_centauri,/home/loskana/Documents/my/larpmanager/larpmanager/utils/miscellanea.py,32
update_refund_request,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/payment.py,32
allow_run_choice,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,32
init_multiple,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,32
render,/home/loskana/Documents/my/larpmanager/larpmanager/forms/utils.py,32
get_member,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/base.py,32
handle,/home/loskana/Documents/my/larpmanager/larpmanager/management/commands/reset.py,32
character_your,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,32
save_registration_standard,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/registration.py,32
export_registration_form,/home/loskana/Documents/my/larpmanager/larpmanager/utils/download.py,31
get_lang,/home/loskana/Documents/my/larpmanager/larpmanager/middleware/locale.py,31
get_main_info,/home/loskana/Documents/my/larpmanager/larpmanager/middleware/association.py,31
__call__,/home/loskana/Documents/my/larpmanager/larpmanager/middleware/token.py,31
pre_save_callback,/home/loskana/Documents/my/larpmanager/larpmanager/models/signals.py,31
init_special,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,31
set_config_gallery,/home/loskana/Documents/my/larpmanager/larpmanager/forms/event.py,31
init_ticket,/home/loskana/Documents/my/larpmanager/larpmanager/forms/registration.py,31
test_signal_receivers_are_properly_connected,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_utility_signals.py,31
test_signal_chain_integration,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_signals_basic.py,31
check_speedlarp,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/character.py,31
orga_lottery,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/registration.py,31
acc_refund,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/accounting.py,31
notify_credit,/home/loskana/Documents/my/larpmanager/larpmanager/mail/accounting.py,30
save_collection_gift,/home/loskana/Documents/my/larpmanager/larpmanager/mail/accounting.py,30
prepare_run,/home/loskana/Documents/my/larpmanager/larpmanager/utils/event.py,30
paginate,/home/loskana/Documents/my/larpmanager/larpmanager/utils/paginate.py,30
background_auto,/home/loskana/Documents/my/larpmanager/larpmanager/utils/tasks.py,30
update_cache_section,/home/loskana/Documents/my/larpmanager/larpmanager/cache/rels.py,30
__call__,/home/loskana/Documents/my/larpmanager/larpmanager/middleware/url.py,30
save,/home/loskana/Documents/my/larpmanager/larpmanager/forms/member.py,30
contact,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,30
choose_assoc,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,30
ticket,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,30
orga_casting,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/casting.py,30
character_customize,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,30
_save_character_abilities,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,30
exe_outflows,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/accounting.py,30
fill_tinymce,/home/loskana/Documents/my/larpmanager/larpmanager/tests/utils.py,29
get_expense_mail,/home/loskana/Documents/my/larpmanager/larpmanager/mail/accounting.py,29
deadlines_casting,/home/loskana/Documents/my/larpmanager/larpmanager/utils/deadlines.py,29
_set_filtering,/home/loskana/Documents/my/larpmanager/larpmanager/utils/paginate.py,29
update_m2m_related_characters,/home/loskana/Documents/my/larpmanager/larpmanager/cache/rels.py,29
payment_received,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/payment.py,29
_init_type,/home/loskana/Documents/my/larpmanager/larpmanager/forms/character.py,29
clean,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,29
save_css,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,29
test_signal_chain_reactions,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_gateway_signals.py,29
orga_expenses,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/accounting.py,29
casting_details,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/casting.py,29
acc_collection_redeem,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/accounting.py,29
main,/home/loskana/Documents/my/larpmanager/scripts/analyze_functions.py,28
_reg_assign_characters,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,28
_get_elements_query,/home/loskana/Documents/my/larpmanager/larpmanager/utils/paginate.py,28
update_event_features,/home/loskana/Documents/my/larpmanager/larpmanager/cache/feature.py,28
update_event_char_rels,/home/loskana/Documents/my/larpmanager/larpmanager/cache/rels.py,28
save_all_element_configs,/home/loskana/Documents/my/larpmanager/larpmanager/cache/config.py,28
_init_regs,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/member.py,28
get_reg_payments,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,28
cancel_run,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,28
get_date_surcharge,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,28
__init__,/home/loskana/Documents/my/larpmanager/larpmanager/forms/member.py,28
question_with_options,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/base.py,28
exe_inflows,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/accounting.py,28
exe_expenses,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/accounting.py,28
badges_changed,/home/loskana/Documents/my/larpmanager/larpmanager/mail/member.py,27
update_accounting_item_payment,/home/loskana/Documents/my/larpmanager/larpmanager/mail/accounting.py,27
_extract_municipality_code,/home/loskana/Documents/my/larpmanager/larpmanager/utils/fiscal_code.py,27
_prepare_data_json,/home/loskana/Documents/my/larpmanager/larpmanager/utils/paginate.py,27
cancel_reg,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/registration.py,27
paypal_webhook,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/gateway.py,27
_init_reg_question,/home/loskana/Documents/my/larpmanager/larpmanager/forms/base.py,27
__init__,/home/loskana/Documents/my/larpmanager/larpmanager/forms/event.py,27
clean,/home/loskana/Documents/my/larpmanager/larpmanager/forms/event.py,27
redr,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,27
join,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,27
create_member,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/base.py,27
handle,/home/loskana/Documents/my/larpmanager/larpmanager/management/commands/backup.py,27
copy_event,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/copy.py,27
_orga_registrations_traits,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/registration.py,27
_orga_registration_character,/home/loskana/Documents/my/larpmanager/larpmanager/views/orga/registration.py,27
_character_sheet,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,27
character_list,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,27
character_abilities_del,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/character.py,27
shuttle,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/miscellanea.py,27
exe_pre_registrations,/home/loskana/Documents/my/larpmanager/larpmanager/views/exe/event.py,27
replace_chars,/home/loskana/Documents/my/larpmanager/larpmanager/templatetags/show_tags.py,26
deadlines_profile,/home/loskana/Documents/my/larpmanager/larpmanager/utils/deadlines.py,26
upload_albums,/home/loskana/Documents/my/larpmanager/larpmanager/utils/miscellanea.py,26
_go_centauri,/home/loskana/Documents/my/larpmanager/larpmanager/utils/miscellanea.py,26
_info_token_credit,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/member.py,26
is_reg_provisional,/home/loskana/Documents/my/larpmanager/larpmanager/accounting/base.py,26
_save_plot,/home/loskana/Documents/my/larpmanager/larpmanager/forms/character.py,26
__init__,/home/loskana/Documents/my/larpmanager/larpmanager/forms/member.py,26
init_question,/home/loskana/Documents/my/larpmanager/larpmanager/forms/registration.py,26
guide,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,26
lm_send,/home/loskana/Documents/my/larpmanager/larpmanager/views/larpmanager.py,26
register,/home/loskana/Documents/my/larpmanager/larpmanager/views/auth.py,26
test_signal_integration_with_real_models,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_gateway_signals.py,26
test_signal_data_consistency,/home/loskana/Documents/my/larpmanager/larpmanager/tests/unit/test_gateway_signals.py,26
shuttle_new,/home/loskana/Documents/my/larpmanager/larpmanager/views/user/miscellanea.py,26
pw_page,/home/loskana/Documents/my/larpmanager/conftest.py,25
show_trait,/home/loskana/Documents/my/larpmanager/larpmanager/templatetags/show_tags.py,25
mail_confirm_casting,/home/loskana/Documents/my/larpmanager/larpmanager/mail/base.py,25
get_invoice_email,/home/loskana/Documents/my/larpmanager/larpmanager/mail/accounting.py,25
pre_social_login,/home/loskana/Documents/my/larpmanager/larpmanager/utils/auth.py,25
_prepare_writing_list,/home/loskana/Documents/my/larpmanager/larpmanager/utils/writing.py,25
_reg_field_load,/home/loskana/Documents/my/larpmanager/larpmanager/utils/upload.py,25
